id,name,power,accuracy,pp,type_id,effect_chance,damage_class,effect,flavor_text
567,Trick Or Treat,,100,20,8,,3,Adds ghost to the target’s types.,The user takes the target trick-or-treating. This adds Ghost type to the target’s type.
532,Horn Leech,75,100,10,12,,1,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,The user drains the target’s energy with its horns. The user’s HP is restored by half the damage taken by the target.
193,Foresight,,,40,1,,3,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,Negates accuracy reduction moves.
755,Fishious Rend,85,100,10,11,,1,,"The user rends the target with its hard gills. If the user attacks before the target, the power of this move is doubled."
404,X Scissor,80,100,15,7,,1,Inflicts regular damage.,The user slashes at the foe by crossing its scythes or claws as if they were a pair of scissors.
430,Flash Cannon,80,100,10,9,10,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,The user gathers all its light energy and releases it at once. It may also lower the foe’s Sp. Def stat.
659,Shore Up,,,5,5,,3,"Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔.",The user regains up to half of its max HP. It restores more HP in a sandstorm.
14,Swords Dance,,,20,1,,3,Raises the user’s Attack by two stages.,A dance that in­ creases ATTACK.
98,Quick Attack,40,100,30,1,,1,Inflicts regular damage.,Lets the user get in the first hit.
886,Chilling Water,50,100,20,11,,2,,The user attacks the target by showering it with water that's so cold it saps the target's power. This also lowers the target's Attack stat.
288,Grudge,,,5,8,,3,"If the user faints before it next acts, the move that fainted it will have its PP dropped to 0.  End-of-turn damage does not trigger this effect.","If the user faints, deletes the PP of the final move."
341,Mud Shot,55,95,15,5,100,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Speed by one stage.,Hurls mud at the foe and reduces SPEED.
903,Syrup Bomb,60,85,10,12,,2,,"The user sets off an explosion of sticky candy syrup, which coats the target and causes the target's Speed stat to drop each turn for three turns."
96,Meditate,,,40,14,,3,Raises the user’s Attack by one stage.,Raises the user's ATTACK.
314,Air Cutter,60,95,25,3,,2,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Hacks with razorlike wind. High critical-hit ratio.
371,Payback,50,100,10,17,,1,"Inflicts regular damage.  If the target uses a move or switches out this turn before this move is used, this move has double power.","If the user can use this attack after the foe attacks, its power is doubled. "
910,Mighty Cleave,95,100,5,6,,1,,The user wields the light that has accumulated atop its head to cleave the target. This move hits even if the target protects itself.
466,Ominous Wind,60,100,5,8,10,2,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,The user creates a gust of repulsive wind. It may also raise all the user’s stats at once.
689,Instruct,,,15,14,,3,"The target immediately uses its most recently-used move.  This is independent of the target’s normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment.",The user instructs the target to use the target’s last move again.
513,Reflect Type,,,15,1,,3,User’s type changes to match the target’s.,"The user reflects the target’s type, making it the same type as the target."
436,Lava Plume,80,100,15,10,30,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,An inferno of scarlet flames washes over all Pokémon in battle. It may also inflict burns.
188,Sludge Bomb,90,100,10,4,30,2,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,An attack that may poison the foe.
330,Muddy Water,90,85,10,11,30,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,Attacks with muddy water. May lower accuracy.
753,Octolock,,100,15,2,,3,,The user locks the target in and prevents it from fleeing. This move also lowers the target’s Defense and Sp. Def every turn.
514,Retaliate,70,100,5,1,,1,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.","The user gets revenge for a fainted ally. If an ally fainted in the previous turn, this attack’s damage increases."
809,Poltergeist,110,90,5,8,,1,Inflicts regular damage.,The user attacks the target by controlling the target’s item. The move fails if the target doesn’t have an item.
365,Pluck,60,100,20,3,,1,"Inflicts regular damage.  If the target is holding a berry, this move has double power, and the user takes the berry and uses it immediately.  If the target is holding a jaboca berry or rowap berry, the berry is still removed, but has no effect.  If this move is super effective and the target is holding a berry that can reduce this move’s damage, it will do so, and will not be stolen.","The user pecks the foe. If the foe is holding a Berry, the user plucks it and gains its effect."
796,Steel Beam,140,95,5,9,,2,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",The user fires a beam of steel that it collected from its entire body. This also damages the user.
452,Wood Hammer,120,100,15,12,,1,Inflicts regular damage.  User takes 1/3 the damage it inflicts in recoil.,The user slams its rugged body into the foe to attack. The user also sustains serious damage.
556,Icicle Crash,85,90,10,15,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The user attacks by harshly dropping an icicle onto the target. It may also make the target flinch.
806,Skitter Smack,70,90,10,7,100,1,Inflicts regular damage.,The user skitters behind the target to attack. This also lowers the target’s Sp. Atk stat.
121,Egg Bomb,100,75,10,1,,1,Inflicts regular damage.,Eggs are hurled at the foe.
814,Dual Wingbeat,40,90,10,3,,1,Inflicts regular damage.,The user slams the target with its wings. The target is hit twice in a row.
891,Bitter Blade,90,100,10,10,,1,,The user focuses its bitter feelings toward the world of the living into a slashing attack. The user's HP is restored by up to half the damage taken by the target.
171,Nightmare,,100,15,8,,3,"Only works on sleeping Pokémon.  Gives the target a nightmare, damaging it for 1/4 its max HP every turn.  If the target wakes up or leaves the field, this effect ends.",A sleeper loses 1/4 HP every turn.
290,Secret Power,70,100,20,1,30,1,Inflicts regular damage.  Has a $effect_chance% chance to inflict an effect chosen according to the terrain.  Terrain        | Effect -------------- | ------------------------------------------------------------- Building       | Paralyzes target Cave           | Makes target flinch Deep water     | Lowers target’s Attack by one stage Desert         | Lowers target’s accuracy by one stage Grass          | Puts target to sleep Mountain       | Makes target flinch Road           | Lowers target’s accuracy by one stage Shallow water  | Lowers target’s Attack by one stage Snow           | Freezes target Tall grass     | Puts target to sleep  In Pokémon Battle Revolution:  Terrain        | Effect -------------- | ------------------------------------------------------------- Courtyard      | Paralyzes target Crystal        | Makes target flinch Gateway        | Lowers target’s Attack by one stage Magma          | Makes target flinch Main Street    | Paralyzes target Neon           | Paralyzes target Stargazer      | Makes target flinch Sunny Park     | Puts target to sleep Sunset         | Lowers target’s accuracy by one stage Waterfall      | Puts target to sleep ,An attack with effects that vary by location.
303,Slack Off,,,5,1,,3,Heals the user for half its max HP.,Slacks off and restores half the maximum HP.
426,Mud Bomb,65,85,10,5,30,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,The user launches a hard-packed mud ball to attack. It may also lower the target’s accuracy.
398,Poison Jab,80,100,20,4,30,1,Inflicts regular damage.  Has a $effect_chance% chance to poison the target.,The foe is stabbed with a tentacle or arm steeped in poison. It may also poison the foe.
318,Silver Wind,60,100,5,7,10,2,Inflicts regular damage. Has a $effect_chance% chance to raise all of the user’s stats one stage.,A powdery attack that may raise abilities.
706,Psychic Fangs,85,100,10,14,,1,"Destroys any light screen or reflect on the target’s side of the field, then inflicts regular damage.",The user bites the target with its psychic capabilities. This can also destroy Light Screen and Reflect.
913,Dragon Cheer,0,0,15,16,,3,,The user raises its allies’ morale with a draconic cry so that their future attacks have a heightened chance of landing critical hits. This rouses Dragon types more.
588,Kings Shield,,,10,9,,3,Blocks damaging attacks and lowers attacking Pokémon’s Attack by two stages on contact.  Switches Aegislash to Shield Forme.,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact.
530,Dual Chop,40,90,15,16,,1,Inflicts regular damage.  Hits twice in one turn.,The user attacks its target by hitting it with brutal strikes. The target is hit twice in a row.
692,Dragon Hammer,90,100,15,16,,1,Inflicts regular damage.,The user uses its body like a hammer to attack the target and inflict damage.
415,Switcheroo,,100,10,17,,3,"User and target permanently swap held items.  Works even if one of the Pokémon isn’t holding anything.  If either Pokémon is holding mail, this move will fail.  If either Pokémon has multitype or sticky hold, this move will fail.  If this move results in a Pokémon obtaining choice band, choice scarf, or choice specs, and that Pokémon was the latter of the pair to move this turn, then the move it used this turn becomes its chosen forced move.  This applies even if both Pokémon had a choice item before this move was used.  If the first of the two Pokémon gains a choice item, it may select whatever choice move it wishes next turn.  Neither the user nor the target can recover its item with recycle.  This move cannot be selected by assist or metronome.",The user trades held items with the foe faster than the eye can follow.
828,Psyshield Bash,70,90,10,14,,1,,"Cloaking itself in psychic energy, the user slams into the target. This may also raise the user’s defensive stats."
400,Night Slash,70,100,15,17,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,The user slashes the foe the instant an opportunity arises. It has a high critical-hit ratio.
2,Karate Chop,50,100,25,2,,1,Inflicts regular damage.  User’s critical hit rate is one level higher when using this move.,Has a high criti­ cal hit ratio.
219,Safeguard,,,25,1,,3,"Protects Pokémon on the user’s side of the field from major status effects and confusion for five turns.  Does not cancel existing ailments.  This effect remains even if the user leaves the field.  If yawn is used while this move is in effect, it will immediately fail.  defog used by an opponent will end this effect.  This effect does not prevent the confusion caused by outrage, petal dance, or thrash.",Prevents all status problems.
76,Solar Beam,120,100,10,12,,2,"Inflicts regular damage.  User charges for one turn before attacking.  During sunny day, the charge turn is skipped.  During hail, rain dance, or sandstorm, power is halved.  This move cannot be selected by sleep talk.",1st turn: Prepare 2nd turn: Attack
410,Vacuum Wave,40,100,30,2,,2,Inflicts regular damage.,The user whirls its fists to send a wave of pure vacuum at the foe. This move always goes first.
315,Overheat,130,90,5,10,100,2,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.","Allows a full-power attack, but sharply lowers SP. ATK."
44,Bite,60,100,25,17,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,An attack that may cause flinching.
252,Fake Out,40,100,10,1,100,1,Inflicts regular damage.  Causes the target to flinch.  Can only be used on the user’s first turn after entering the field.,"A 1st-turn, 1st-strike move that causes flinching."
749,Tar Shot,,100,15,6,100,3,,"The user pours sticky tar over the target, lowering the target’s Speed stat. The target becomes weaker to Fire-type moves."
87,Thunder,110,70,10,13,30,2,"Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.  During rain dance, this move has 100% accuracy.  It also has a (100 - accuracy)% chance to break through the protection of protect and detect.  During sunny day, this move has 50% accuracy.",An attack that may cause paralysis.
539,Night Daze,85,95,10,17,40,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,The user lets loose a pitch-black shock wave at its target. It may also lower the target’s accuracy.
1,Pound,40,100,35,1,,1,Inflicts regular damage.,Pounds with fore­ legs or tail.
9,Thunder Punch,75,100,15,13,10,1,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,An electric punch. It may paralyze.
386,Punishment,,100,5,17,,1,"Inflicts regular damage.  Power starts at 60 and is increased by 20 for every stage any of the target’s stats has been raised, capping at 200.  Accuracy and evasion modifiers do not increase this move’s power.",This attack’s power increases the more the foe has powered up with stat changes.
832,Mystical Power,70,90,10,14,,2,,"The user strengthens itself with a mysterious power. If it excels in offense, its offensive stats are raised. If it excels in defense, its defensive stats are raised."
326,Extrasensory,80,100,20,14,10,2,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Attacks with a peculiar power. May cause flinching.
150,Splash,,,40,1,,3,Does nothing.  This move cannot be used while gravity is in effect.,Has no effect whatsoever.
464,Dark Void,,50,10,17,,3,Puts the target to sleep.,The foe is dragged into a world of total darkness that puts it to sleep.
4,Comet Punch,18,85,15,1,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Repeatedly punches 2-5 times.
811,Coaching,,,10,2,100,3,Inflicts regular damage.,"The user properly coaches its ally Pokémon, boosting their Attack and Defense stats."
228,Pursuit,40,100,20,17,,1,"Inflicts regular damage.  If the target attempts to switch out this turn before the user acts, this move hits the target before it leaves and has double power.  This effect can still hit a Pokémon that switches out when it has a substitute up or when an ally has used follow me.",Heavily strikes switching POKéMON.
665,Ice Hammer,100,90,10,15,100,1,"Inflicts regular damage, then lowers the user’s Speed by one stage.","The user swings and hits with its strong, heavy fist. It lowers the user’s Speed, however."
717,Natures Madness,,90,10,18,,2,Inflicts typeless damage equal to half the target’s remaining HP.,The user hits the target with the force of nature. It halves the target’s HP.
116,Focus Energy,,,30,1,,3,"User’s critical hit rate is two levels higher until it leaves the field.  If the user has already used focus energy since entering the field, this move will fail.  This effect is passed on by baton pass.",Raises the criti­ cal hit ratio.
742,Double Iron Bash,60,100,5,9,30,1,Inflicts regular damage.  Hits twice in one turn.,"The user rotates, centering the hex nut in its chest, and then strikes with its arms twice in a row. This may also make the target flinch."
305,Poison Fang,50,100,15,4,50,1,Inflicts regular damage.  Has a $effect_chance% chance to badly poison the target.,A sharp-fanged attack. May badly poison the foe.
804,Rising Voltage,70,100,20,13,,2,Inflicts regular damage.,The user attacks with electric voltage rising from the ground. This move’s power doubles when the target is on Electric Terrain.
502,Ally Switch,,,15,14,,3,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",The user teleports using a strange power and switches its place with one of its allies.
360,Gyro Ball,,100,5,9,,1,"Inflicts regular damage.  Power increases with the target’s current Speed compared to the user, given by `1 + 25 * target Speed / user Speed`, capped at 150.","The user tackles the foe with a high-speed spin. The slower the user, the greater the damage."
548,Secret Sword,85,100,10,2,,2,"Inflicts regular damage.  Damage calculation always uses the target’s Defense, regardless of this move’s damage class.",The user cuts with its long horn. The odd power contained in the horn does physical damage to the target.
870,Flower Trick,70,,10,12,,1,,The user throws a rigged bouquet of flowers at the target. This attack never misses and always lands a critical hit.
197,Detect,,,5,2,,3,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.  If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.  lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.  thunder during rain dance and blizzard during hail have a 30% chance to break through this move.  The following effects are not prevented by this move:  * acupressure from an ally * curse’s curse effect * Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn * feint, which will also end this move’s protection after it hits * imprison * perish song * shadow force * Moves that merely copy the user, such as transform or psych up  This move cannot be selected by assist or metronome.",Evades attack that turn. It may fail.
347,Calm Mind,,,20,14,,3,Raises the user’s Special Attack and Special Defense by one stage each.,Raises SP. ATK and SP. DEF by focusing the mind.
613,Oblivion Wing,80,100,10,3,,2,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,The user absorbs its target’s HP. The user’s HP is restored by over half of the damage taken by the target.
919,Malignant Chain,100,100,5,4,,2,,"The user pours toxins into the target by wrapping them in a toxic, corrosive chain. This may also leave the target badly poisoned."
462,Crush Grip,,100,5,1,,1,"Inflicts regular damage.  Power directly relates to the target’s relative remaining HP, given by `1 + 120 * current HP / max HP`, to a maximum of 121.",The foe is crushed with great force. The attack is more powerful the more HP the foe has left.
709,Accelerock,40,100,20,6,,1,Inflicts regular damage.,The user smashes into the target at high speed. This move always goes first.
428,Zen Headbutt,80,90,15,14,20,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The user focuses its willpower to its head and rams the foe. It may also make the target flinch.
169,Spider Web,,,10,7,,3,"The target cannot switch out normally.  Ignores accuracy and evasion modifiers.  This effect ends when the user leaves the field.  The target may still escape by using baton pass, u turn, or a shed shell.  Both the user and the target pass on this effect with baton pass.",Prevents fleeing or switching.
328,Sand Tomb,35,85,15,5,100,1,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.  rapid spin cancels this effect.",Traps and hurts the foe in quicksand for 2 to 5 turns.
402,Seed Bomb,80,100,15,12,,1,Inflicts regular damage.,The user slams a barrage of hard- shelled seeds down on the foe from above.
602,Magnetic Flux,,,20,13,,3,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.,"The user manipulates magnetic fields, which raises the Defense and Sp. Def stats of ally Pokémon with the Plus or Minus Ability."
100,Teleport,,,20,14,,3,Does nothing.  Wild battles end immediately.,A move for fleeing from battle.
213,Attract,,100,15,1,,3,"Causes the target to fall in love with the user, giving it a 50% chance to do nothing each turn.  If the user and target are the same gender, or either is genderless, this move will fail.  If either Pokémon leaves the field, this effect ends.",Makes the opposite gender infatuated.
830,Stone Axe,65,90,15,6,,1,,"The user swings its stone axes at the target, aiming to land a critical hit. Stone splinters left behind by this attack continue to damage the target for several turns."
469,Wide Guard,,,10,6,,3,"Moves with multiple targets will not hit friendly Pokémon for the remainder of this turn.  If the user is last to act this turn, this move will fail.  This move cannot be selected by assist or metronome.","The user and its allies are protected from wide-ranging attacks for one turn. If used in succession, its chance of failing rises."
746,Jaw Lock,80,100,10,17,,1,"Inflicts regular damage, then (if successful) sets leech seed on the target.",This move prevents the user and the target from switching out until either of them faints. The effect goes away if either of the Pokémon leaves the field.
92,Toxic,,90,10,4,,3,Badly poisons the target.  Never misses when used by a poison-type Pokémon.,A poison move with increasing damage.
226,Baton Pass,,,40,1,,3,"User switches out, and the trainer selects a replacement Pokémon from the party.  Stat changes, confusion, and persistent move effects are passed along to the replacement Pokémon.  The following move effects are passed:  * aqua ring * both the user’s and target’s effect of block, mean look, and spider web * the curse effect of curse * embargo * focus energy or an activated lansat berry * gastro acid * ingrain * being sapped by leech seed * being targeted by lock on or mind reader * magnet rise * perish song’s counter * power trick * substitute; the doll’s HP is unchanged  The replacement Pokémon does not trigger effects that respond to Pokémon switching in.",Switches while keeping effects.
592,Steam Eruption,110,95,5,11,30,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,The user immerses the target in superheated steam. This may also leave the target with a burn.
424,Fire Fang,65,95,15,10,10,1,Inflicts regular damage.  Has a $effect_chance% chance to burn the target and a separate $effect_chance% chance to make the target flinch.,The user bites with flame-cloaked fangs. It may also make the foe flinch or sustain a burn.
819,Thunder Cage,80,90,15,13,100,2,Inflicts regular damage.,The user traps the target in a cage of sparking electricity for four to five turns.
889,Rage Fist,50,100,10,8,,1,,"The user converts its rage into energy to attack. The more times the user has been hit by attacks, the greater the move's power."
560,Flying Press,100,95,10,2,,1,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target’s types.  For all other purposes, this move is pure Fighting-type.  If this move’s type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.  If the target has used minimize since entering battle, this move has double power and will never miss.",The user dives down onto the target from the sky. This move is Fighting and Flying type simultaneously.
239,Twister,40,100,20,16,20,2,"Inflicts regular damage.  Has a $effect_chance% chance to make each target flinch.  If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.",Whips up a tornado to attack.
367,Acupressure,,,30,1,,3,"Raises one of the target’s stats by two stages.  The raised stat is chosen at random from any stats that can be raised by two stages.  If no stat is eligible, this move will fail.  If the target has a substitute, this move will have no effect, even if the user is the target.  This move cannot be copied by mirror move.","The user applies pressure to stress points, sharply boosting one of its stats."
176,Conversion 2,,,30,1,,3,"Changes the user’s type to a type either resistant or immune to the last damaging move that hit it.  The new type is selected at random and cannot be a type the user already is.  If there is no eligible new type, this move will fail.",The user's type is made resistant.
257,Heat Wave,95,90,10,10,10,2,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,Exhales a hot breath on the foe. May inflict a burn.
7,Fire Punch,75,100,15,10,10,1,Inflicts regular damage.  Has a $effect_chance% chance to burn the target.,A fiery punch. May cause a burn.
260,Flatter,,100,15,17,,3,"Raises the target’s Special Attack by one stage, then confuses it.","Confuses the foe, but raises its SP. ATK."
531,Heart Stamp,60,100,25,14,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,The user unleashes a vicious blow after its cute act makes the target less wary. It may also make the target flinch.
295,Luster Purge,95,100,5,14,50,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Special Defense by one stage.,Attacks with a burst of light. May lower SP. DEF.
26,Jump Kick,100,95,10,2,,1,"Inflicts regular damage. If this move misses, is blocked by protect or detect, or has no effect, the user takes damage equal to half of its max HP rounded down.  This move cannot be used while gravity is in effect.","May miss, damaging the user."
848,Sandsear Storm,100,80,10,5,,2,,The user attacks by wrapping the target in fierce winds and searingly hot sand. This also leaves the target with a burn.
127,Waterfall,80,100,15,11,20,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,An aquatic charge attack.
6,Pay Day,40,100,20,1,,1,"Inflicts regular damage.  After the battle ends, the winner receives five times the user’s level in extra money for each time this move was used.",Throws coins. Gets them back later.
175,Flail,,100,15,1,,1,Inflicts regular damage.  Power varies inversely with the user’s proportional remaining HP.  64 * current HP / max HP | Power -----------------------: | ----:  0– 1                    |  200  2– 5                    |  150  6–12                    |  100 13–21                    |   80 22–42                    |   40 43–64                    |   20 ,Stronger if the user's HP is low.
199,Lock On,,,5,1,,3,"If the user targets the same target again before the end of the next turn, the move it uses is guaranteed to hit.  This move itself also ignores accuracy and evasion modifiers.  One-hit KO moves are also guaranteed to hit, as long as the user is equal or higher level than the target.  This effect also allows the user to hit Pokémon that are off the field due to moves such as dig or fly.  If the target uses detect or protect while under the effect of this move, the user is not guaranteed to hit, but has a (100 - accuracy)% chance to break through the protection.  This effect is passed on by baton pass.",Ensures the next attack will hit.
284,Eruption,150,100,5,10,,2,"Inflicts regular damage.  Power increases with the user’s remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.","The higher the user’s HP, the more damage caused."
716,Zing Zap,80,100,10,13,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,"A strong electric blast crashes down on the target, giving it an electric shock. This may also make the target flinch."
416,Giga Impact,150,90,5,1,,1,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",The user charges at the foe using every bit of its power. The user must rest on the next turn.
232,Metal Claw,50,95,35,9,10,1,Inflicts regular damage. Has a $effect_chance% chance to raise the user’s Attack one stage.,An attack that may up user's ATTACK.
77,Poison Powder,,75,35,4,,3,Poisons the target.,A move that may poison the foe.
784,Breaking Swipe,60,100,15,16,100,1,Inflicts regular damage.  Lowers the target’s Attack by one stage.,The user swings its tough tail wildly and attacks opposing Pokémon. This also lowers their Attack stats.
64,Peck,35,100,35,3,,1,Inflicts regular damage.,"Jabs the foe with a beak, etc."
372,Assurance,60,100,10,17,,1,"Inflicts regular damage.  If the target takes damage this turn for any reason before this move is used, this move has double power.","If the foe has already taken some damage in the same turn, this attack’s power is doubled."
481,Flame Burst,70,100,15,10,,2,"Inflicts regular damage.  If this move successfully hits the target, any Pokémon adjacent to the target are damaged for 1/16 their max HP.",The user attacks the target with a bursting flame. The bursting flame damages Pokémon next to the target as well.
323,Water Spout,150,100,5,11,,2,"Inflicts regular damage.  Power increases with the user’s remaining HP and is given by `150 * HP / max HP`, to a maximum of 150 when the user has full HP.",Inflicts more damage if the user’s HP is high.
678,Psychic Terrain,,,10,14,,3,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.  All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move’s power is increased to 1.5×.  If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.
420,Ice Shard,40,100,30,15,,1,Inflicts regular damage.,The user flash freezes chunks of ice and hurls them. This move always goes first.
566,Phantom Force,90,100,10,8,,1,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.  This move ignores the effects of detect and protect.  This move cannot be selected by sleep talk.","The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself."
839,Barb Barrage,60,100,10,4,,1,,The user launches countless toxic barbs to inflict damage. This may also poison the target. This move’s power is doubled if the target has a status condition.
107,Minimize,,,10,1,,3,Raises the user’s evasion by two stages.  stomp and steamroller have double power against Pokémon that have used this move since entering the field.,Heightens evasive­ ness.
29,Headbutt,70,100,15,1,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,An attack that may make foe flinch.
316,Odor Sleuth,,,40,1,,3,Resets the target’s evasion to normal and prevents any further boosting until the target leaves the field.  A ghost under this effect takes normal damage from normal and fighting moves.  This move itself ignores accuracy and evasion modifiers.,Negates the foe’s efforts to heighten evasiveness.
374,Fling,,100,10,17,,1,"Inflicts regular damage.  Power and type are determined by the user’s held item.  The item is consumed.  If the user is not holding an item, or its item has no set type and power, this move will fail.  This move ignores sticky hold.  If the user is under the effect of embargo, this move will fail.",The user flings its held item at the foe to attack. Its power and effects depend on the item.
352,Water Pulse,60,100,20,11,20,2,Inflicts regular damage.  Has a $effect_chance% chance to confuse the target.,Attacks with ultrasonic waves. May confuse the foe
536,Leaf Tornado,65,90,10,12,50,2,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s accuracy by one stage.,The user attacks its target by encircling it in sharp leaves. This attack may also lower the target’s accuracy.
883,Snowscape,0,,10,15,,3,,The user summons a snowstorm lasting five turns. This boosts the Defense stats of Ice types.
302,Needle Arm,60,100,15,12,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,Attacks with thorny arms. May cause flinching.
42,Pin Missile,25,95,20,7,,1,"Inflicts regular damage.  Hits 2–5 times in one turn.  Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",Fires pins that strike 2-5 times.
537,Steamroller,65,100,20,7,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.  Power is doubled against Pokémon that have used minimize since entering the field.,The user crushes its targets by rolling over them with its rolled-up body. This attack may make the target flinch.
842,Shelter,0,,10,9,,3,,"The user makes its skin as hard as an iron shield, raising its defensive stats. Incoming moves also become more likely to miss."
552,Fiery Dance,80,100,10,10,50,2,Inflicts regular damage.  Has a $effect_chance% chance to raise the user’s Special Attack by one stage.,"Cloaked in flames, the user dances and flaps its wings. It may also raise the user’s Sp. Atk stat."
475,Autotomize,,,15,9,,3,Raises the user’s Speed by two stages.  Halves the user’s weight; this effect does not stack.,The user sheds part of its body to make itself lighter and sharply raise its Speed stat.
722,Photon Geyser,100,100,5,14,,2,Inflicts regular damage.,The user attacks a target with a pillar of light. This move inflicts Attack or Sp. Atk damage—whichever stat is higher for the user.
16,Gust,40,100,35,3,,2,"Inflicts regular damage.  If the target is under the effect of bounce, fly, or sky drop, this move will hit with double power.",Whips up a strong gust of wind.
63,Hyper Beam,150,90,5,1,,2,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",1st turn: Attack 2nd turn: Rest
293,Camouflage,,,20,1,,3,User’s type changes according to the terrain.  Terrain        | New type -------------- | -------------- Building       | normal Cave           | rock Desert         | ground Grass          | grass Mountain       | rock Ocean          | water Pond           | water Road           | ground Snow           | ice Tall grass     | grass  In Pokémon Battle Revolution:  Terrain        | New type -------------- | -------------- Courtyard      | normal Crystal        | rock Gateway        | water Magma          | rock Main Street    | normal Neon           | normal Stargazer      | rock Sunny Park     | grass Sunset         | ground Waterfall      | grass ,Alters the POKéMON’s type depending on the location.
157,Rock Slide,75,90,10,6,30,1,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,An attack that may cause flinching.
